"Date","Country","Region","Total confirmed cases","New cases","Total deaths","New deaths"
"2020-06-14","United Kingdom","England",157293,14,37266.0,26.0
"2020-06-13","United Kingdom","England",157279,123,37240.0,171.0
"2020-06-12","United Kingdom","England",157156,216,37069.0,186.0
"2020-06-11","United Kingdom","England",156940,234,36883.0,133.0
"2020-06-10","United Kingdom","England",156706,347,36750.0,229.0
"2020-06-09","United Kingdom","England",156359,305,36521.0,277.0
"2020-06-08","United Kingdom","England",156054,296,36244.0,52.0
"2020-06-07","United Kingdom","England",155758,200,36192.0,65.0
"2020-06-06","United Kingdom","England",155558,210,36127.0,179.0
"2020-06-05","United Kingdom","England",155348,324,35948.0,343.0
"2020-06-04","United Kingdom","England",155024,313,35605.0,149.0
"2020-06-03","United Kingdom","England",154711,442,35456.0,328.0
"2020-06-02","United Kingdom","England",154269,480,35128.0,315.0
"2020-06-01","United Kingdom","England",153789,447,34813.0,96.0
"2020-05-31","United Kingdom","England",153342,303,34717.0,81.0
"2020-05-30","United Kingdom","England",153039,341,34636.0,194.0
"2020-05-29","United Kingdom","England",152698,434,34442.0,349.0
"2020-05-28","United Kingdom","England",152264,451,34093.0,384.0
"2020-05-27","United Kingdom","England",151813,546,33709.0,405.0
"2020-05-26","United Kingdom","England",151267,541,33304.0,117.0
"2020-05-25","United Kingdom","England",150726,508,33187.0,104.0
"2020-05-24","United Kingdom","England",150218,386,33083.0,417.0
"2020-05-23","United Kingdom","England",149832,455,32666.0,249.0
"2020-05-22","United Kingdom","England",149377,699,32417.0,300.0
"2020-05-21","United Kingdom","England",148678,749,32117.0,274.0
"2020-05-20","United Kingdom","England",147929,825,31843.0,313.0
"2020-05-19","United Kingdom","England",147104,1021,31530.0,520.0
"2020-05-18","United Kingdom","England",146083,941,31010.0,144.0
"2020-05-17","United Kingdom","England",145142,635,30866.0,113.0
"2020-05-16","United Kingdom","England",144507,635,30753.0,389.0
"2020-05-15","United Kingdom","England",143872,908,30364.0,336.0
"2020-05-14","United Kingdom","England",142964,897,30028.0,355.0
"2020-05-13","United Kingdom","England",142067,1073,29673.0,413.0
"2020-05-12","United Kingdom","England",140994,1097,29260.0,603.0
"2020-05-11","United Kingdom","England",139897,1245,28657.0,190.0
"2020-05-10","United Kingdom","England",138652,724,28467.0,217.0
"2020-05-09","United Kingdom","England",137928,891,28250.0,283.0
"2020-05-08","United Kingdom","England",137037,1023,27967.0,535.0
"2020-05-07","United Kingdom","England",136014,1446,27432.0,424.0
"2020-05-06","United Kingdom","England",134568,1436,27008.0,567.0
"2020-05-05","United Kingdom","England",133132,1605,26441.0,656.0
"2020-05-04","United Kingdom","England",131527,1616,25785.0,257.0
"2020-05-03","United Kingdom","England",129911,959,25528.0,246.0
"2020-05-02","United Kingdom","England",128952,1241,25282.0,519.0
"2020-05-01","United Kingdom","England",127711,1944,24763.0,653.0
"2020-04-30","United Kingdom","England",125767,2124,24110.0,560.0
"2020-04-29","United Kingdom","England",123643,2344,23550.0,632.0
"2020-04-28","United Kingdom","England",121299,2280,22918.0,869.0
"2020-04-27","United Kingdom","England",119019,2219,22049.0,307.0
"2020-04-26","United Kingdom","England",116800,1406,21742.0,343.0
"2020-04-25","United Kingdom","England",115394,1812,21399.0,741.0
"2020-04-24","United Kingdom","England",113582,2769,20658.0,824.0
"2020-04-23","United Kingdom","England",110813,2764,19834.0,603.0
"2020-04-22","United Kingdom","England",108049,2755,19231.0,739.0
"2020-04-21","United Kingdom","England",105294,2988,18492.0,1122.0
"2020-04-20","United Kingdom","England",102306,3076,17370.0,539.0
"2020-04-19","United Kingdom","England",99230,2084,16831.0,384.0
"2020-04-18","United Kingdom","England",97146,2577,16447.0,1011.0
"2020-04-17","United Kingdom","England",94569,3422,15436.0,826.0
"2020-04-16","United Kingdom","England",91147,3437,14610.0,907.0
"2020-04-15","United Kingdom","England",87710,3599,13703.0,732.0
"2020-04-14","United Kingdom","England",84111,3418,12971.0,1010.0
"2020-04-13","United Kingdom","England",80693,3304,11961.0,694.0
"2020-04-12","United Kingdom","England",77389,2684,11267.0,606.0
"2020-04-11","United Kingdom","England",74705,2998,10661.0,745.0
"2020-04-10","United Kingdom","England",71707,3501,9916.0,1038.0
"2020-04-09","United Kingdom","England",68206,4011,8878.0,987.0
"2020-04-08","United Kingdom","England",64195,4221,7891.0,924.0
"2020-04-07","United Kingdom","England",59974,4479,6967.0,1010.0
"2020-04-06","United Kingdom","England",55495,4334,5957.0,532.0
"2020-04-05","United Kingdom","England",51161,3027,5425.0,578.0
"2020-04-04","United Kingdom","England",48134,3316,4847.0,689.0
"2020-04-03","United Kingdom","England",44818,4042,4158.0,655.0
"2020-04-02","United Kingdom","England",40776,4011,3503.0,603.0
"2020-04-01","United Kingdom","England",36765,4083,2900.0,613.0
"2020-03-31","United Kingdom","England",32682,3762,2287.0,368.0
"2020-03-30","United Kingdom","England",28920,3491,1919.0,353.0
"2020-03-29","United Kingdom","England",25429,2433,1566.0,195.0
"2020-03-28","United Kingdom","England",22996,2374,1371.0,279.0
"2020-03-27","United Kingdom","England",20622,2656,1092.0,272.0
"2020-03-26","United Kingdom","England",17966,2611,820.0,169.0
"2020-03-25","United Kingdom","England",15355,2265,651.0,177.0
"2020-03-24","United Kingdom","England",13090,2020,474.0,143.0
"2020-03-23","United Kingdom","England",11070,2017,331.0,67.0
"2020-03-22","United Kingdom","England",9053,1208,264.0,24.0
"2020-03-21","United Kingdom","England",7845,1034,240.0,54.0
"2020-03-20","United Kingdom","England",6811,1080,186.0,32.0
"2020-03-19","United Kingdom","England",5731,931,154.0,42.0
"2020-03-18","United Kingdom","England",4800,910,112.0,33.0
"2020-03-17","United Kingdom","England",3890,679,79.0,15.0
"2020-03-16","United Kingdom","England",3211,547,64.0,22.0
"2020-03-15","United Kingdom","England",2664,397,42.0,14.0
"2020-03-14","United Kingdom","England",2267,317,28.0,18.0
"2020-03-13","United Kingdom","England",1950,392,10.0,1.0
"2020-03-12","United Kingdom","England",1558,413,9.0,2.0
"2020-03-11","United Kingdom","England",1145,354,7.0,0.0
"2020-03-10","United Kingdom","England",791,223,7.0,4.0
"2020-03-09","United Kingdom","England",568,124,3.0,1.0
"2020-03-08","United Kingdom","England",444,50,2.0,0.0
"2020-03-07","United Kingdom","England",394,47,2.0,1.0
"2020-03-06","United Kingdom","England",347,73,1.0,""
"2020-03-05","United Kingdom","England",274,47,"",""
"2020-03-04","United Kingdom","England",227,49,"",""
"2020-03-03","United Kingdom","England",178,52,"",""
"2020-03-02","United Kingdom","England",126,39,"",""
"2020-03-01","United Kingdom","England",87,31,"",""
"2020-02-29","United Kingdom","England",56,4,"",""
"2020-02-28","United Kingdom","England",52,12,"",""
"2020-02-27","United Kingdom","England",40,6,"",""
"2020-02-26","United Kingdom","England",34,3,"",""
"2020-02-25","United Kingdom","England",31,4,"",""
"2020-02-24","United Kingdom","England",27,1,"",""
"2020-02-23","United Kingdom","England",26,4,"",""
"2020-02-21","United Kingdom","England",22,1,"",""
"2020-02-19","United Kingdom","England",21,1,"",""
"2020-02-17","United Kingdom","England",20,1,"",""
"2020-02-14","United Kingdom","England",19,1,"",""
"2020-02-13","United Kingdom","England",18,1,"",""
"2020-02-12","United Kingdom","England",17,1,"",""
"2020-02-11","United Kingdom","England",16,1,"",""
"2020-02-09","United Kingdom","England",15,1,"",""
"2020-02-08","United Kingdom","England",14,4,"",""
